,x,y1,y2
0,1,1.0,0.8740126382306477
1,3,0.9263989466754444,0.8838862559241706
2,5,0.9057274522712311,0.8898104265402843
3,7,0.8926925608953259,0.8807266982622433
4,9,0.8859776168531929,0.8779620853080569
5,11,0.8796576695194207,0.8732227488151659
6,13,0.8758393680052666,0.8700631911532386
7,15,0.8716260697827518,0.8692733017377567
8,17,0.8693877551020408,0.8657187993680885
9,19,0.8672811059907835,0.8641390205371248
